model,teams,clip_id,clip_path,label_path,meta_path,kind,reason,start_sec,end_sec,latency_ms,prompt_tokens,completion_tokens,json_valid,scene_type,score_detected,match_clock_detected,confidence,event_candidates_json,expected_score,expected_clock,score_exact_match,clock_exact_match,clock_minute_match,predicted_strong_event,error,raw_content
Qwen2.5-VL-7B-Instruct-4bit,Fortaleza FC x Deportivo Pasto,Fortaleza_FC_x_Deportivo_Pasto__011,/Volumes/990 PRO PCIe 4T/match_plan_dataset_library/04_golden_samples/clips/Fortaleza_FC_x_Deportivo_Pasto/Fortaleza_FC_x_Deportivo_Pasto__011.mp4,/Volumes/990 PRO PCIe 4T/match_plan_dataset_library/04_golden_samples/labels/Fortaleza_FC_x_Deportivo_Pasto/Fortaleza_FC_x_Deportivo_Pasto__011.json,/Volumes/990 PRO PCIe 4T/match_plan_dataset_library/04_golden_samples/meta/Fortaleza_FC_x_Deportivo_Pasto/Fortaleza_FC_x_Deportivo_Pasto__011.json,event,"ior_reh,ior_rec",304.524,317.524,5099.52,3011,113,True,live_play,,,0.8,"[{""label"": ""dangerous_attack"", ""confidence"": 0.7}, {""label"": ""substitution"", ""confidence"": 0.6}]",1-1,71:14,False,False,False,True,,"```json
{
  ""scene_type"": ""live_play"",
  ""score_detected"": """",
  ""match_clock_detected"": """",
  ""event_candidates"": [
    {
      ""label"": ""dangerous_attack"",
      ""confidence"": 0.7
    },
    {
      ""label"": ""substitution"",
      ""confidence"": 0.6
    }
  ],
  ""confidence"": 0.8,
  ""explanation_short"": ""球员正在激烈地争夺球权，可能即将发生危险进攻或换人。""
}
```"
Qwen2.5-VL-7B-Instruct-4bit,Fortaleza FC x Deportivo Pasto,Fortaleza_FC_x_Deportivo_Pasto__012,/Volumes/990 PRO PCIe 4T/match_plan_dataset_library/04_golden_samples/clips/Fortaleza_FC_x_Deportivo_Pasto/Fortaleza_FC_x_Deportivo_Pasto__012.mp4,/Volumes/990 PRO PCIe 4T/match_plan_dataset_library/04_golden_samples/labels/Fortaleza_FC_x_Deportivo_Pasto/Fortaleza_FC_x_Deportivo_Pasto__012.json,/Volumes/990 PRO PCIe 4T/match_plan_dataset_library/04_golden_samples/meta/Fortaleza_FC_x_Deportivo_Pasto/Fortaleza_FC_x_Deportivo_Pasto__012.json,event,"ratio_re,ior_reh,ior_rec,ratio_rouo,ior_rouh,ior_rouc",327.565,340.565,5118.23,3011,119,True,live_play,,,0.8,"[{""label"": ""dangerous_attack"", ""confidence"": 0.8}, {""label"": ""injury_or_stoppage"", ""confidence"": 0.7}]",1-1,71:30,False,False,False,True,,"```json
{
  ""scene_type"": ""live_play"",
  ""score_detected"": """",
  ""match_clock_detected"": """",
  ""event_candidates"": [
    {
      ""label"": ""dangerous_attack"",
      ""confidence"": 0.8
    },
    {
      ""label"": ""injury_or_stoppage"",
      ""confidence"": 0.7
    }
  ],
  ""confidence"": 0.8,
  ""explanation_short"": ""一名球员倒地，另一名球员正在踢球，可能有危险动作或受伤情况。""
}
```"
Qwen2.5-VL-7B-Instruct-4bit,Fortaleza FC x Deportivo Pasto,Fortaleza_FC_x_Deportivo_Pasto__013,/Volumes/990 PRO PCIe 4T/match_plan_dataset_library/04_golden_samples/clips/Fortaleza_FC_x_Deportivo_Pasto/Fortaleza_FC_x_Deportivo_Pasto__013.mp4,/Volumes/990 PRO PCIe 4T/match_plan_dataset_library/04_golden_samples/labels/Fortaleza_FC_x_Deportivo_Pasto/Fortaleza_FC_x_Deportivo_Pasto__013.json,/Volumes/990 PRO PCIe 4T/match_plan_dataset_library/04_golden_samples/meta/Fortaleza_FC_x_Deportivo_Pasto/Fortaleza_FC_x_Deportivo_Pasto__013.json,event,"ior_rouh,ior_rouc",365.482,378.482,5091.79,3011,110,True,live_play,,,0.8,"[{""label"": ""dangerous_attack"", ""confidence"": 0.8}, {""label"": ""substitution"", ""confidence"": 0.7}]",1-1,72:14,False,False,False,True,,"```json
{
  ""scene_type"": ""live_play"",
  ""score_detected"": """",
  ""match_clock_detected"": """",
  ""event_candidates"": [
    {
      ""label"": ""dangerous_attack"",
      ""confidence"": 0.8
    },
    {
      ""label"": ""substitution"",
      ""confidence"": 0.7
    }
  ],
  ""confidence"": 0.8,
  ""explanation_short"": ""球员正在控球，可能即将进行危险进攻或换人。""
}
```"
Qwen2.5-VL-7B-Instruct-4bit,Fortaleza FC x Deportivo Pasto,Fortaleza_FC_x_Deportivo_Pasto__014,/Volumes/990 PRO PCIe 4T/match_plan_dataset_library/04_golden_samples/clips/Fortaleza_FC_x_Deportivo_Pasto/Fortaleza_FC_x_Deportivo_Pasto__014.mp4,/Volumes/990 PRO PCIe 4T/match_plan_dataset_library/04_golden_samples/labels/Fortaleza_FC_x_Deportivo_Pasto/Fortaleza_FC_x_Deportivo_Pasto__014.json,/Volumes/990 PRO PCIe 4T/match_plan_dataset_library/04_golden_samples/meta/Fortaleza_FC_x_Deportivo_Pasto/Fortaleza_FC_x_Deportivo_Pasto__014.json,event,"ior_reh,ior_rec",390.689,403.689,5074.83,3011,108,True,live_play,,,0.8,"[{""label"": ""dangerous_attack"", ""confidence"": 0.7}, {""label"": ""substitution"", ""confidence"": 0.6}]",1-1,72:37,False,False,False,True,,"```json
{
  ""scene_type"": ""live_play"",
  ""score_detected"": """",
  ""match_clock_detected"": """",
  ""event_candidates"": [
    {
      ""label"": ""dangerous_attack"",
      ""confidence"": 0.7
    },
    {
      ""label"": ""substitution"",
      ""confidence"": 0.6
    }
  ],
  ""confidence"": 0.8,
  ""explanation_short"": ""球员在进行危险进攻，可能有换人动作。""
}
```"
Qwen2.5-VL-7B-Instruct-4bit,Fortaleza FC x Deportivo Pasto,Fortaleza_FC_x_Deportivo_Pasto__015,/Volumes/990 PRO PCIe 4T/match_plan_dataset_library/04_golden_samples/clips/Fortaleza_FC_x_Deportivo_Pasto/Fortaleza_FC_x_Deportivo_Pasto__015.mp4,/Volumes/990 PRO PCIe 4T/match_plan_dataset_library/04_golden_samples/labels/Fortaleza_FC_x_Deportivo_Pasto/Fortaleza_FC_x_Deportivo_Pasto__015.json,/Volumes/990 PRO PCIe 4T/match_plan_dataset_library/04_golden_samples/meta/Fortaleza_FC_x_Deportivo_Pasto/Fortaleza_FC_x_Deportivo_Pasto__015.json,event,"ior_rouh,ior_rouc",446.583,459.583,5049.82,3011,108,True,live_play,,,0.8,"[{""label"": ""dangerous_attack"", ""confidence"": 0.7}, {""label"": ""substitution"", ""confidence"": 0.6}]",1-1,73:27,False,False,False,True,,"```json
{
  ""scene_type"": ""live_play"",
  ""score_detected"": """",
  ""match_clock_detected"": """",
  ""event_candidates"": [
    {
      ""label"": ""dangerous_attack"",
      ""confidence"": 0.7
    },
    {
      ""label"": ""substitution"",
      ""confidence"": 0.6
    }
  ],
  ""confidence"": 0.8,
  ""explanation_short"": ""球员在进行危险进攻，可能有换人动作。""
}
```"
Qwen2.5-VL-7B-Instruct-4bit,Fortaleza FC x Deportivo Pasto,Fortaleza_FC_x_Deportivo_Pasto__016,/Volumes/990 PRO PCIe 4T/match_plan_dataset_library/04_golden_samples/clips/Fortaleza_FC_x_Deportivo_Pasto/Fortaleza_FC_x_Deportivo_Pasto__016.mp4,/Volumes/990 PRO PCIe 4T/match_plan_dataset_library/04_golden_samples/labels/Fortaleza_FC_x_Deportivo_Pasto/Fortaleza_FC_x_Deportivo_Pasto__016.json,/Volumes/990 PRO PCIe 4T/match_plan_dataset_library/04_golden_samples/meta/Fortaleza_FC_x_Deportivo_Pasto/Fortaleza_FC_x_Deportivo_Pasto__016.json,event,"ior_reh,ior_rec",470.038,483.038,5141.65,3011,122,True,live_play,,,0.8,"[{""label"": ""dangerous_attack"", ""confidence"": 0.8}, {""label"": ""injury_or_stoppage"", ""confidence"": 0.7}]",1-1,74:03,False,False,False,True,,"```json
{
  ""scene_type"": ""live_play"",
  ""score_detected"": """",
  ""match_clock_detected"": """",
  ""event_candidates"": [
    {
      ""label"": ""dangerous_attack"",
      ""confidence"": 0.8
    },
    {
      ""label"": ""injury_or_stoppage"",
      ""confidence"": 0.7
    }
  ],
  ""confidence"": 0.8,
  ""explanation_short"": ""一名球员倒地，可能是因为受伤或被对方球员铲倒，裁判员可能将要暂停比赛。""
}
```"
Qwen2.5-VL-7B-Instruct-4bit,Fortaleza FC x Deportivo Pasto,Fortaleza_FC_x_Deportivo_Pasto__017,/Volumes/990 PRO PCIe 4T/match_plan_dataset_library/04_golden_samples/clips/Fortaleza_FC_x_Deportivo_Pasto/Fortaleza_FC_x_Deportivo_Pasto__017.mp4,/Volumes/990 PRO PCIe 4T/match_plan_dataset_library/04_golden_samples/labels/Fortaleza_FC_x_Deportivo_Pasto/Fortaleza_FC_x_Deportivo_Pasto__017.json,/Volumes/990 PRO PCIe 4T/match_plan_dataset_library/04_golden_samples/meta/Fortaleza_FC_x_Deportivo_Pasto/Fortaleza_FC_x_Deportivo_Pasto__017.json,event,"ior_reh,ior_rec,ior_rouh,ior_rouc",497.746,510.746,5051.39,3011,108,True,live_play,,,0.8,"[{""label"": ""dangerous_attack"", ""confidence"": 0.7}, {""label"": ""substitution"", ""confidence"": 0.6}]",1-1,74:20,False,False,False,True,,"```json
{
  ""scene_type"": ""live_play"",
  ""score_detected"": """",
  ""match_clock_detected"": """",
  ""event_candidates"": [
    {
      ""label"": ""dangerous_attack"",
      ""confidence"": 0.7
    },
    {
      ""label"": ""substitution"",
      ""confidence"": 0.6
    }
  ],
  ""confidence"": 0.8,
  ""explanation_short"": ""球员在进行危险进攻，可能有换人动作。""
}
```"
Qwen2.5-VL-7B-Instruct-4bit,Fortaleza FC x Deportivo Pasto,Fortaleza_FC_x_Deportivo_Pasto__018,/Volumes/990 PRO PCIe 4T/match_plan_dataset_library/04_golden_samples/clips/Fortaleza_FC_x_Deportivo_Pasto/Fortaleza_FC_x_Deportivo_Pasto__018.mp4,/Volumes/990 PRO PCIe 4T/match_plan_dataset_library/04_golden_samples/labels/Fortaleza_FC_x_Deportivo_Pasto/Fortaleza_FC_x_Deportivo_Pasto__018.json,/Volumes/990 PRO PCIe 4T/match_plan_dataset_library/04_golden_samples/meta/Fortaleza_FC_x_Deportivo_Pasto/Fortaleza_FC_x_Deportivo_Pasto__018.json,event,"ior_rouh,ior_rouc",525.664,538.664,5139.69,3011,118,True,live_play,,,0.8,"[{""label"": ""dangerous_attack"", ""confidence"": 0.7}, {""label"": ""injury_or_stoppage"", ""confidence"": 0.6}]",1-1,74:55,False,False,False,True,,"```json
{
  ""scene_type"": ""live_play"",
  ""score_detected"": """",
  ""match_clock_detected"": """",
  ""event_candidates"": [
    {
      ""label"": ""dangerous_attack"",
      ""confidence"": 0.7
    },
    {
      ""label"": ""injury_or_stoppage"",
      ""confidence"": 0.6
    }
  ],
  ""confidence"": 0.8,
  ""explanation_short"": ""球员受伤倒地，裁判在场边观察，可能有危险动作或受伤情况。""
}
```"
Qwen2.5-VL-7B-Instruct-4bit,Fortaleza FC x Deportivo Pasto,Fortaleza_FC_x_Deportivo_Pasto__019,/Volumes/990 PRO PCIe 4T/match_plan_dataset_library/04_golden_samples/clips/Fortaleza_FC_x_Deportivo_Pasto/Fortaleza_FC_x_Deportivo_Pasto__019.mp4,/Volumes/990 PRO PCIe 4T/match_plan_dataset_library/04_golden_samples/labels/Fortaleza_FC_x_Deportivo_Pasto/Fortaleza_FC_x_Deportivo_Pasto__019.json,/Volumes/990 PRO PCIe 4T/match_plan_dataset_library/04_golden_samples/meta/Fortaleza_FC_x_Deportivo_Pasto/Fortaleza_FC_x_Deportivo_Pasto__019.json,event,"ior_reh,ior_rec",547.488,560.488,5066.42,3011,108,True,live_play,,,0.8,"[{""label"": ""dangerous_attack"", ""confidence"": 0.7}, {""label"": ""substitution"", ""confidence"": 0.6}]",1-1,75:09,False,False,False,True,,"```json
{
  ""scene_type"": ""live_play"",
  ""score_detected"": """",
  ""match_clock_detected"": """",
  ""event_candidates"": [
    {
      ""label"": ""dangerous_attack"",
      ""confidence"": 0.7
    },
    {
      ""label"": ""substitution"",
      ""confidence"": 0.6
    }
  ],
  ""confidence"": 0.8,
  ""explanation_short"": ""球员在进行危险进攻，可能有换人动作。""
}
```"
Qwen2.5-VL-7B-Instruct-4bit,Fortaleza FC x Deportivo Pasto,Fortaleza_FC_x_Deportivo_Pasto__020,/Volumes/990 PRO PCIe 4T/match_plan_dataset_library/04_golden_samples/clips/Fortaleza_FC_x_Deportivo_Pasto/Fortaleza_FC_x_Deportivo_Pasto__020.mp4,/Volumes/990 PRO PCIe 4T/match_plan_dataset_library/04_golden_samples/labels/Fortaleza_FC_x_Deportivo_Pasto/Fortaleza_FC_x_Deportivo_Pasto__020.json,/Volumes/990 PRO PCIe 4T/match_plan_dataset_library/04_golden_samples/meta/Fortaleza_FC_x_Deportivo_Pasto/Fortaleza_FC_x_Deportivo_Pasto__020.json,event,"ior_rouh,ior_rouc",571.727,584.727,5100.19,3011,107,True,live_play,,,0.9,"[{""label"": ""dangerous_attack"", ""confidence"": 0.8}, {""label"": ""substitution"", ""confidence"": 0.7}]",1-1,75:34,False,False,False,True,,"```json
{
  ""scene_type"": ""live_play"",
  ""score_detected"": """",
  ""match_clock_detected"": """",
  ""event_candidates"": [
    {
      ""label"": ""dangerous_attack"",
      ""confidence"": 0.8
    },
    {
      ""label"": ""substitution"",
      ""confidence"": 0.7
    }
  ],
  ""confidence"": 0.9,
  ""explanation_short"": ""球员在进行危险进攻，可能有换人动作""
}
```"
Qwen2.5-VL-7B-Instruct-4bit,Fortaleza FC x Deportivo Pasto,Fortaleza_FC_x_Deportivo_Pasto__021,/Volumes/990 PRO PCIe 4T/match_plan_dataset_library/04_golden_samples/clips/Fortaleza_FC_x_Deportivo_Pasto/Fortaleza_FC_x_Deportivo_Pasto__021.mp4,/Volumes/990 PRO PCIe 4T/match_plan_dataset_library/04_golden_samples/labels/Fortaleza_FC_x_Deportivo_Pasto/Fortaleza_FC_x_Deportivo_Pasto__021.json,/Volumes/990 PRO PCIe 4T/match_plan_dataset_library/04_golden_samples/meta/Fortaleza_FC_x_Deportivo_Pasto/Fortaleza_FC_x_Deportivo_Pasto__021.json,event,"ior_reh,ior_rec",597.108,610.108,5132.73,3011,116,True,live_play,,,0.8,"[{""label"": ""dangerous_attack"", ""confidence"": 0.7}, {""label"": ""substitution"", ""confidence"": 0.6}]",1-1,76:01,False,False,False,True,,"```json
{
  ""scene_type"": ""live_play"",
  ""score_detected"": """",
  ""match_clock_detected"": """",
  ""event_candidates"": [
    {
      ""label"": ""dangerous_attack"",
      ""confidence"": 0.7
    },
    {
      ""label"": ""substitution"",
      ""confidence"": 0.6
    }
  ],
  ""confidence"": 0.8,
  ""explanation_short"": ""球员正在激烈对抗，裁判在场边观察，可能有换人或危险动作的情况。""
}
```"
